name,year,engine_capacity,horse_power,fuel,transmission,drive_unit,mileage,location,price
Haval Jolion,2023,1.5,143,бензин,робот,передний,0,Подольск,2 469 000 ₽
Volkswagen Golf,1985,1.6,75,бензин,механика,передний,405000,Краснодар,333 000 ₽
Chery indiS S18D,2011,1.3,83,бензин,механика,передний,126700,Вологда,355 000 ₽
Hyundai Solaris,2021,1.6,123,бензин,АКПП,передний,155000,Москва,1 700 000 ₽
Toyota Picnic,1999,2.2,90,дизель,механика,передний,50000,Зеленогорск,430 000 ₽
Toyota Venza,2014,2.7,185,бензин,АКПП,4WD,0,Караганда,2 700 000 ₽
Toyota Camry,2010,2.4,167,бензин,АКПП,передний,219000,Омск,1 350 000 ₽
Porsche Cayenne Coupe,2021,3.0,340,бензин,АКПП,4WD,37598,Москва,11 995 000 ₽
BMW X5,2022,3.0,286,дизель,АКПП,4WD,24182,Новосибирск,11 369 000 ₽
BMW X4,2019,2.0,190,дизель,АКПП,4WD,107000,Тюмень,5 750 000 ₽
Renault Megane,2007,1.6,113,бензин,АКПП,передний,187000,Прокопьевск,550 000 ₽
Лада 4x4 2121 Нива,1981,1.6,80,бензин,механика,4WD,848878,Бахчисарай,235 000 ₽
Toyota Vitz,2018,1.0,69,бензин,вариатор,передний,68000,Томск,1 090 000 ₽
Mitsubishi Lancer,2007,1.5,109,бензин,АКПП,передний,145000,Тюмень,810 000 ₽
Toyota Yaris,2006,1.3,87,бензин,робот,передний,119058,Москва,590 000 ₽
Mercedes-Benz CLS-Class,2014,3.0,265,дизель,АКПП,4WD,172151,Санкт-Петербург,2 300 000 ₽
Chevrolet Lanos,2007,1.5,86,бензин,механика,передний,0,Калуга,200 000 ₽
Peugeot 308,2011,1.6,120,бензин,АКПП,передний,138457,Ленино,550 000 ₽
Geely Monjaro,2023,2.0,238,бензин,АКПП,4WD,0,Красноярск,3 690 000 ₽
Genesis GV80,2021,3.0,249,дизель,АКПП,4WD,47000,Новороссийск,7 100 000 ₽
Infiniti QX55,2021,2.0,249,бензин,вариатор,4WD,8000,Москва,5 960 000 ₽
Haval H2,2015,1.5,150,бензин,механика,4WD,128727,Краснодар,1 530 000 ₽
Toyota Allion,2014,1.5,109,бензин,вариатор,передний,145000,Новосибирск,1 395 000 ₽
Lexus RX350,2011,3.5,277,бензин,АКПП,4WD,179000,Барнаул,2 650 000 ₽
Лада 2112,2006,1.6,81,бензин,механика,передний,202000,Икряное,155 000 ₽
BMW X5,2021,3.0,249,дизель,АКПП,4WD,65935,Ставрополь,7 980 000 ₽
Лада Гранта Спорт,2016,1.6,114,бензин,механика,передний,126000,Берёзовский,710 000 ₽
Nissan AD,2001,1.5,100,бензин,АКПП,передний,260000,Иркутск,165 000 ₽
Renault Sandero,2016,,,механика,передний,136 329 км,260000,Нижнекамск,855 400 ₽
Ford F150,1986,4.9,185,бензин,АКПП,4WD,350000,Боровск,1 300 000 ₽
Nissan Juke,2011,1.6,117,бензин,вариатор,передний,141000,Иркутск,1 247 777 ₽
Kia Ceed,2014,,,автомат,передний,109 188 км,141000,Нижнекамск,1 216 528 ₽
Nissan March,2003,1.2,90,бензин,АКПП,передний,164500,Барнаул,450 000 ₽
Lifan Breez,2008,1.3,89,бензин,механика,передний,210000,Электросталь,70 000 ₽
Toyota Land Cruiser Prado,2013,3.0,173,дизель,АКПП,4WD,192000,Омск,3 329 000 ₽
Toyota Corona Premio,2001,1.8,115,бензин,АКПП,передний,393000,Пыть-Ях,600 000 ₽
Volkswagen Polo,2013,1.6,105,бензин,механика,передний,223787,Мостовской,575 000 ₽
Лада 2114 Самара,2010,1.6,105,бензин,механика,передний,223787,Нижнекамск,184 000 ₽
Лада 2108,1995,1.5,70,бензин,механика,передний,226500,Запрудня,50 000 ₽
Haval H2,2019,1.5,150,бензин,механика,передний,106000,Омск,1 879 000 ₽
Nissan Note,2018,1.2,79,гибрид,АКПП,передний,79000,Новосибирск,1 330 000 ₽
BMW 5-Series,2021,3.0,249,дизель,АКПП,4WD,68000,Красноярск,8 000 000 ₽
Opel Astra,2012,,,автомат,передний,145 269 км,68000,Нижнекамск,826 800 ₽
Toyota Corona,1993,2.0,140,бензин,АКПП,передний,300000,Комсомольск-на-Амуре,120 000 ₽
Hyundai Sonata,2020,2.5,180,бензин,АКПП,передний,55000,Омск,2 929 000 ₽
Лада Калина,2009,,,механика,передний,216 218 км,55000,Нижнекамск,244 000 ₽
Changan Alsvin,2023,1.5,98,бензин,робот,передний,0,Москва,1 750 000 ₽
Mitsubishi Lancer,2011,1.5,98,бензин,робот,передний,0,Нижнекамск,985 800 ₽
Kia Cerato,2014,1.6,130,бензин,механика,передний,160000,Набережные Челны,1 300 000 ₽
Mitsubishi Eclipse Cross,2018,1.5,150,бензин,вариатор,передний,75500,Озёрск,2 320 000 ₽
Lifan Smily,2012,1.3,89,бензин,механика,передний,170000,Нестеровская,210 000 ₽
FAW Besturn X80,2017,2.0,141,бензин,автомат,передний,78000,Омск,1 539 000 ₽
Renault Logan,2021,1.6,82,бензин,механика,передний,46000,Новосибирск,1 087 000 ₽
Chevrolet Evanda,2006,2.5,158,бензин,автомат,передний,207270,Севастополь,777 000 ₽
Chevrolet Lacetti,2008,1.6,109,бензин,механика,передний,280000,Омск,499 000 ₽
Nissan Almera Classic,2009,1.6,107,бензин,механика,передний,170000,Тюмень,380 000 ₽
Datsun on-DO,2020,1.6,87,бензин,АКПП,передний,103000,Омск,869 000 ₽
SEAT Cordoba,2008,1.4,85,бензин,механика,передний,373803,Омск,375 000 ₽
Audi A3,2009,1.6,102,бензин,робот,передний,165000,Москва,795 000 ₽
Hyundai Accent,2004,1.5,102,бензин,АКПП,передний,82769,Ростов-на-Дону,548 800 ₽
Datsun on-DO,2018,1.6,87,бензин,механика,передний,306000,Омск,499 000 ₽
Mitsubishi Eclipse Cross,2018,1.5,150,бензин,вариатор,передний,51000,Новосибирск,2 250 000 ₽
Toyota Carina,1999,1.8,115,бензин,АКПП,передний,355200,Бийск,400 000 ₽
Mercedes-Benz S-Class,2000,5.8,367,бензин,АКПП,задний,120000,Ростов-на-Дону,850 000 ₽
Lexus RX350,2006,3.5,276,бензин,АКПП,4WD,226000,Ноябрьск,1 580 000 ₽
Лада Приора,2012,1.6,98,бензин,механика,передний,108000,Грозный,375 000 ₽
Lexus IS300h,2014,2.5,181,гибрид,вариатор,задний,163637,Санкт-Петербург,2 100 000 ₽
Chery Tiggo 8 Pro Max,2023,2.0,197,бензин,робот,4WD,0,Москва,4 160 000 ₽
Lexus IS200,1999,2.0,155,бензин,механика,задний,361518,Санкт-Петербург,350 000 ₽
Chery Tiggo 8 Pro Max,2023,2.0,197,бензин,робот,4WD,0,Москва,4 151 000 ₽
Kia Sportage,2022,2.0,184,дизель,АКПП,передний,5000,Симферополь,4 100 000 ₽
Chery Arrizo 8,2023,1.6,186,бензин,робот,передний,0,Москва,3 510 000 ₽
Chery Tiggo 4 Pro,2023,1.5,113,бензин,вариатор,передний,0,Москва,2 220 000 ₽
Honda HR-V,2001,1.6,105,бензин,вариатор,4WD,305000,Дальнегорск,620 000 ₽
Лада Приора,2012,1.6,98,бензин,механика,передний,243000,Ленинск-Кузнецкий,335 000 ₽
Лада 2112,2001,1.5,91,бензин,механика,передний,155500,Тимашевск,155 000 ₽
BMW 3-Series,2007,2.5,218,бензин,АКПП,4WD,203304,Новороссийск,1 000 000 ₽
Лада 2110,2006,1.6,89,бензин,механика,передний,130000,Петровская,350 000 ₽
Suzuki Grand Vitara,2006,2.0,140,бензин,механика,4WD,227000,Самара,990 000 ₽
Лада 1111 Ока,2005,0.7,33,бензин,механика,передний,93000,Тюмень,50 000 ₽
Daewoo Nexia,2012,1.5,80,бензин,механика,передний,160000,Вологда,235 000 ₽
Hyundai Solaris,2019,1.6,123,бензин,АКПП,передний,94150,Томск,1 350 000 ₽
Geely Monjaro,2023,2.0,238,бензин,АКПП,4WD,100,Санкт-Петербург,3 699 000 ₽
Skoda Kodiaq,2018,1.4,150,бензин,робот,4WD,125000,Кольцово,2 650 000 ₽
Toyota Ipsum,1998,2.0,135,бензин,АКПП,передний,379204,Междуреченск,550 000 ₽
Audi A4,2018,2.0,150,дизель,робот,передний,200000,Волгоград,2 290 990 ₽
Toyota Vitz,2019,1.0,69,бензин,вариатор,передний,108000,Новокузнецк,1 100 000 ₽
Ford Fiesta,2007,1.6,101,бензин,автомат,передний,158000,Волгоград,700 000 ₽
Nissan Primera,1998,1.6,99,бензин,механика,передний,0,Гулькевичи,128 000 ₽
Chery Tiggo 4,2020,2.0,122,бензин,вариатор,передний,14092,Воронеж,1 899 900 ₽
Mercedes-Benz CL-Class,2001,5.0,306,бензин,АКПП,задний,222000,Владивосток,700 000 ₽
Mercedes-Benz M-Class,2012,3.5,306,бензин,АКПП,4WD,139000,Новосибирск,2 670 000 ₽
Hyundai i40,2016,2.0,150,бензин,АКПП,передний,186000,Кропоткин,1 710 000 ₽
Volkswagen Jetta,2012,1.4,122,бензин,робот,передний,178496,Волгоград,1 190 000 ₽
Volkswagen Passat CC,2012,1.8,152,бензин,робот,передний,159610,Москва,995 000 ₽
Mercedes-Benz GLS-Class,2019,2.9,330,дизель,АКПП,4WD,193645,Москва,8 199 000 ₽
Porsche Cayenne,2005,4.5,340,бензин,АКПП,4WD,308365,Крымск,1 000 000 ₽
Mercedes-Benz C-Class,2008,2.5,204,бензин,АКПП,задний,42260,Москва,1 499 000 ₽
Vortex Estina,2010,1.6,119,бензин,механика,передний,82173,Волгоград,340 000 ₽
Nissan Almera,2000,1.4,87,бензин,механика,передний,150000,Ейск,315 000 ₽
Nissan Juke,2014,1.6,117,бензин,механика,передний,120000,Улан-Удэ,1 130 000 ₽
Kia Soul,2009,1.6,116,дизель,автомат,передний,162000,Санкт-Петербург,829 000 ₽
Chevrolet Volt,2012,1.4,83,гибрид,вариатор,передний,191269,Грязи,700 000 ₽
Geely Monjaro,2023,2.0,238,бензин,АКПП,4WD,0,Красноярск,3 288 888 ₽
BMW X3,2005,2.5,192,бензин,АКПП,4WD,232000,Сочи,950 000 ₽
Renault Logan,2011,1.4,75,бензин,механика,передний,100000,Липецк,499 000 ₽
Toyota RAV4,2007,2.0,152,бензин,АКПП,4WD,214000,Бийск,1 430 000 ₽
Toyota Land Cruiser Prado,2018,4.0,249,бензин,АКПП,4WD,160000,Новосибирск,6 400 000 ₽
Toyota Land Cruiser,2023,3.4,415,бензин,АКПП,4WD,,Новосибирск,17 500 000 ₽
Mercedes-Benz S-Class,2001,5.0,306,бензин,АКПП,задний,410000,Екатеринбург,550 000 ₽
Ford Mondeo,2012,1.6,120,бензин,механика,передний,132000,Липецк,879 000 ₽
Volkswagen Passat,2005,2.0,140,дизель,механика,передний,212304,Геленджик,699 999 ₽
Kia Rio X (X-Line),2019,1.6,123,бензин,АКПП,передний,41124,Пермь,1 849 000 ₽
Renault Scenic,2008,1.5,105,дизель,механика,передний,103235,Пермь,599 000 ₽
Volkswagen Passat,2008,1.8,160,бензин,АКПП,передний,239400,Евпатория,910 000 ₽
BMW X7,2023,3.0,381,бензин,АКПП,4WD,,Москва,17 350 000 ₽
Лада 2113 Самара,2010,1.6,89,бензин,механика,передний,272000,Волгоград,215 000 ₽
Lexus LX450d,2019,4.5,272,дизель,АКПП,4WD,140000,Санкт-Петербург,11 500 000 ₽
Лада 2107,2003,1.6,74,бензин,механика,задний,40000,Санкт-Петербург,130 000 ₽
Honda Stepwgn,2000,2.0,135,бензин,АКПП,4WD,450000,Улькан,560 000 ₽
Kia Sportage,2009,2.0,112,дизель,механика,4WD,261000,Пермь,1 019 000 ₽
